,DATE,CCN,STATION,NAME,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT06,WT11,Year,Month,Date,Day,Illum
394,1/29/17,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,48,31,39,0,,,,,,2017,1,29,1,0.02
395,1/30/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.04,0.5,1,46,31,32,,,,,,,2017,1,30,2,0.05
396,1/31/17,68,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,25,33,,,,1,,,2017,1,31,3,0.11
397,2/1/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,56,31,35,,,,,,,2017,2,1,4,0.19
398,2/2/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,50,34,40,,,,,,,2017,2,2,5,0.29
399,2/3/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,32,34,,,,,,,2017,2,3,6,0.39
400,2/4/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,38,22,27,,,,,,,2017,2,4,7,0.5
401,2/5/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,41,27,36,0,,,,,,2017,2,5,1,0.62
402,2/6/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,53,31,31,,,,,,,2017,2,6,2,0.73
403,2/7/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,31,53,,,,,,,2017,2,7,3,0.82
404,2/8/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,52,58,,,,,,,2017,2,8,4,0.9
405,2/9/17,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,73,36,36,,,,,,,2017,2,9,5,0.96
406,2/10/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,38,23,24,,,,,,,2017,2,10,6,0.99
407,2/11/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,42,24,42,,,,,,,2017,2,11,7,1
409,2/13/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,54,36,37,,,,,,1,2017,2,13,2,0.95
410,2/14/17,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,26,34,,,,,,,2017,2,14,3,0.89
411,2/15/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,48,33,38,,,,,,,2017,2,15,4,0.82
412,2/16/17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,54,33,33,,,,,,,2017,2,16,5,0.74
413,2/17/17,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,42,25,26,,,,,,,2017,2,17,6,0.65
414,2/18/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,53,26,41,,,,,,,2017,2,18,7,0.56
415,2/19/17,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,70,41,59,,,,,,,2017,2,19,1,0.46
416,2/20/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,46,54,,,,,,,2017,2,20,2,0.37
417,2/21/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,69,40,40,,,,,,,2017,2,21,3,0.28
418,2/22/17,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,59,39,46,,,,,,,2017,2,22,4,0.2
419,2/23/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,46,52,,,,,,,2017,2,23,5,0.13
420,2/24/17,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,51,52,,,,,,,2017,2,24,6,0.07
421,2/25/17,72,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,52,64,0,,,,,,2017,2,25,7,0.02
422,2/26/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.22,0,0,76,34,36,,,,,,,2017,2,26,1,0
423,2/27/17,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,29,30,,,,,,,2017,2,27,2,0
424,2/28/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,55,30,42,,,,,,,2017,2,28,3,0.03
425,3/1/17,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.4,,,69,42,65,,,,,,,2017,3,1,4,0.08
426,3/2/17,64,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,78,47,47,,,,,,,2017,3,2,5,0.16
427,3/3/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,51,33,36,,,,,,,2017,3,3,6,0.25
428,3/4/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,43,25,33,0,,,,,,2017,3,4,7,0.36
429,3/5/17,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,44,21,23,,,,,,,2017,3,5,1,0.47
430,3/6/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,42,23,31,,,,,,,2017,3,6,2,0.58
431,3/7/17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,55,31,49,,,,,,,2017,3,7,3,0.69
432,3/8/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.12,0,0,70,49,49,,,,,,,2017,3,8,4,0.79
433,3/9/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,45,48,,,,,,,2017,3,9,5,0.87
434,3/10/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,46,46,,,,,,,2017,3,10,6,0.94
435,3/11/17,67,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.08,,,46,26,29,,,,,,,2017,3,11,7,0.98
436,3/12/17,61,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,40,26,28,,,,,,,2017,3,12,1,1
437,3/13/17,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,43,24,25,,,,,,,2017,3,13,2,1
438,3/14/17,46,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.54,2.5,2,44,25,34,,,,,,,2017,3,14,3,0.97
439,3/15/17,65,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,1,38,22,22,,,,,,,2017,3,15,4,0.93
440,3/16/17,66,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,1,32,22,28,,,,,,,2017,3,16,5,0.88
441,3/17/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,43,27,27,,,,,,,2017,3,17,6,0.81
442,3/18/17,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,51,27,41,,,,,,,2017,3,18,7,0.73
443,3/19/17,59,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.56,,,59,37,37,,,,,,,2017,3,19,1,0.64
444,3/20/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,54,35,36,,,,,,,2017,3,20,2,0.54
445,3/21/17,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,53,35,46,,,,,,,2017,3,21,3,0.45
446,3/22/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,42,43,,,,,,,2017,3,22,4,0.35
447,3/23/17,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,50,25,30,,,,,,,2017,3,23,5,0.26
448,3/24/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,30,37,,,,,,,2017,3,24,6,0.18
449,3/25/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.06,,,62,37,57,,,,,,,2017,3,25,7,0.1
450,3/26/17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,48,48,0,,,,,,2017,3,26,1,0.05
452,3/28/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,77,47,59,,,,,,,2017,3,28,3,0
453,3/29/17,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.12,0,0,73,55,55,,,,,,,2017,3,29,4,0.02
454,3/30/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,67,45,45,,,,,,,2017,3,30,5,0.06
455,3/31/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.04,0,0,55,43,43,,,,,,,2017,3,31,6,0.13
456,4/1/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.98,0,0,57,43,50,0,,,,,,2017,4,1,7,0.22
457,4/2/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,42,45,0,,,,,,2017,4,2,1,0.33
458,4/3/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,67,45,50,0,,,,,,2017,4,3,2,0.44
459,4/4/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.11,0,0,69,50,54,0,,,,,,2017,4,4,3,0.55
460,4/5/17,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,54,57,0,,,,,,2017,4,5,4,0.66
461,4/6/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,75,54,54,0,,,,,,2017,4,6,5,0.76
462,4/7/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.73,0,0,66,44,44,0,,,,,,2017,4,7,6,0.84
463,4/8/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,39,43,0,,,,,,2017,4,8,7,0.91
464,4/9/17,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,66,38,52,0,,,,,,2017,4,9,1,0.96
465,4/10/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,44,45,0,,,,,,2017,4,10,2,0.99
466,4/11/17,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,45,61,0,,,,,,2017,4,11,3,1
467,4/12/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,60,60,0,,,,,,2017,4,12,4,0.99
468,4/13/17,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,50,60,0,,,,,,2017,4,13,5,0.96
469,4/14/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,72,50,55,0,,,,,,2017,4,14,6,0.92
470,4/15/17,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,52,56,0,,,,,,2017,4,15,7,0.86
471,4/16/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,56,69,0,,,,,,2017,4,16,1,0.79
472,4/17/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,85,66,67,0,,,,,,2017,4,17,2,0.71
473,4/18/17,69,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.12,0,0,72,50,51,0,,,,,,2017,4,18,3,0.62
474,4/19/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,50,52,0,,,,,,2017,4,19,4,0.52
475,4/20/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,52,58,0,,,,,,2017,4,20,5,0.42
476,4/21/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.1,0,0,84,58,64,0,,,,,,2017,4,21,6,0.32
477,4/22/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.19,0,0,83,60,60,0,,,,,,2017,4,22,7,0.23
478,4/23/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.23,0,0,60,47,48,0,,,,,,2017,4,23,1,0.14
479,4/24/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,48,53,0,,,,,,2017,4,24,2,0.07
480,4/25/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.24,0,0,57,51,55,0,,,,,,2017,4,25,3,0.03
481,4/26/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.11,0,0,60,55,58,0,,,,,,2017,4,26,4,0
482,4/27/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,55,58,0,1,,,,,2017,4,27,5,0.01
483,4/28/17,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,84,58,65,0,,,,,,2017,4,28,6,0.05
484,4/29/17,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,64,74,0,,,,,,2017,4,29,7,0.11
485,4/30/17,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,70,72,0,,,,,,2017,4,30,1,0.19
486,5/1/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,61,63,,,,,,,2017,5,1,2,0.29
487,5/2/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,63,69,,,,,,,2017,5,2,3,0.4
488,5/3/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,59,60,,,,,,,2017,5,3,4,0.51
489,5/4/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,66,48,51,,,,,,,2017,5,4,5,0.62
490,5/5/17,138,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.64,0,0,67,51,64,,,,,,,2017,5,5,6,0.72
491,5/6/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.87,0,0,81,57,58,,,,,,,2017,5,6,7,0.8
492,5/7/17,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.1,0,0,58,47,52,,,,,,,2017,5,7,1,0.88
493,5/8/17,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,44,46,,,,,,,2017,5,8,2,0.93
494,5/9/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,40,41,,,,,,,2017,5,9,3,0.97
495,5/10/17,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,40,45,,,,,,,2017,5,10,4,0.99
496,5/11/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,45,57,,,,,,,2017,5,11,5,1
497,5/12/17,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1,0,0,58,53,54,,,,,,,2017,5,12,6,0.98
498,5/13/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.97,0,0,59,50,55,,,,,,,2017,5,13,7,0.95
499,5/14/17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,60,46,53,,,,,,,2017,5,14,1,0.9
500,5/15/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,77,53,54,,,,,,,2017,5,15,2,0.84
501,5/16/17,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,77,50,50,,,,,,,2017,5,16,3,0.77
502,5/17/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,82,50,60,,,,,,,2017,5,17,4,0.68
503,5/18/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,60,73,,,,,,,2017,5,18,5,0.58
504,5/19/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,68,75,,,,,,,2017,5,19,6,0.48
505,5/20/17,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.2,0,0,93,68,68,,,,,,,2017,5,20,7,0.38
506,5/21/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,72,58,59,,,,,,,2017,5,21,1,0.28
507,5/22/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,69,58,59,,,,,,,2017,5,22,2,0.18
508,5/23/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.15,0,0,73,59,61,,,,,,,2017,5,23,3,0.1
509,5/24/17,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.2,0,0,67,59,60,,,,,,,2017,5,24,4,0.04
510,5/25/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.65,0,0,66,58,65,,,,,,,2017,5,25,5,0.01
511,5/26/17,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.43,0,0,76,62,64,,,,,,,2017,5,26,6,0
512,5/27/17,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,77,59,67,,,,,,,2017,5,27,7,0.03
513,5/28/17,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,74,60,68,,,,,,,2017,5,28,1,0.09
514,5/29/17,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.4,0,0,75,67,69,,,,,,,2017,5,29,2,0.16
515,5/30/17,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,61,62,,,,,,,2017,5,30,3,0.26
516,5/31/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.11,0,0,73,62,73,,,,,,,2017,5,31,4,0.36
517,6/1/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.06,0,0,83,61,61,0,,,,,,2017,6,1,5,0.47
518,6/2/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,57,58,0,,,,,,2017,6,2,6,0.57
519,6/3/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,57,68,0,,,,,,2017,6,3,7,0.67
520,6/4/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,59,71,0,,,,,,2017,6,4,1,0.76
521,6/5/17,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,89,71,72,0,,,,,,2017,6,5,2,0.84
522,6/6/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,75,66,69,0,,,,,,2017,6,6,3,0.9
523,6/7/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,61,62,0,,,,,,2017,6,7,4,0.95
524,6/8/17,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,51,52,0,,,,,,2017,6,8,5,0.98
525,6/9/17,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,75,52,58,0,,,,,,2017,6,9,6,1
526,6/10/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,57,71,0,,,,,,2017,6,10,7,0.99
527,6/11/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,69,81,0,,,,,,2017,6,11,1,0.97
528,6/12/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,71,73,0,,,,,,2017,6,12,2,0.94
529,6/13/17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,73,76,0,,,,,,2017,6,13,3,0.88
530,6/14/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,96,76,80,0,,,,,,2017,6,14,4,0.81
531,6/15/17,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,69,69,0,,,,,,2017,6,15,5,0.73
532,6/16/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,69,72,0,,,,,,2017,6,16,6,0.63
533,6/17/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.39,0,0,82,72,82,0,,,,,,2017,6,17,7,0.53
534,6/18/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,76,80,0,,,,,,2017,6,18,1,0.42
535,6/19/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,79,79,0,,,,,,2017,6,19,2,0.31
536,6/20/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.58,0,0,89,71,74,0,,,,,,2017,6,20,3,0.21
537,6/21/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,89,71,72,0,,,,,,2017,6,21,4,0.13
538,6/22/17,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,71,72,0,,,,,,2017,6,22,5,0.06
539,6/23/17,131,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.15,0,0,88,72,75,0,,,,,,2017,6,23,6,0.01
540,6/24/17,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.2,0,0,88,75,77,0,,,,,,2017,6,24,7,0
541,6/25/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,69,76,0,,,,,,2017,6,25,1,0.02
542,6/26/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,64,70,0,,,,,,2017,6,26,2,0.06
543,6/27/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,64,73,0,,,,,,2017,6,27,3,0.13
544,6/28/17,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,55,57,0,,,,,,2017,6,28,4,0.22
545,6/29/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,57,66,0,,,,,,2017,6,29,5,0.32
546,6/30/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,66,73,0,,,,,,2017,6,30,6,0.42
547,7/1/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,73,78,0,,,,,,2017,7,1,7,0.52
548,7/2/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.57,0,0,93,74,81,0,,,,,,2017,7,2,1,0.62
549,7/3/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,93,72,77,0,,,,,,2017,7,3,2,0.71
550,7/4/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,73,77,0,,,,,,2017,7,4,3,0.79
551,7/5/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,75,75,0,,,,,,2017,7,5,4,0.86
552,7/6/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.58,0,0,86,71,79,0,,,,,,2017,7,6,5,0.92
553,7/7/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.33,0,0,88,,81,0,,,,,,2017,7,7,6,0.96
554,7/8/17,123,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,70,76,0,,,,,,2017,7,8,7,0.99
555,7/9/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,68,75,0,,,,,,2017,7,9,1,1
556,7/10/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,68,69,0,,,,,,2017,7,10,2,0.99
557,7/11/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,69,75,0,,,,,,2017,7,11,3,0.96
558,7/12/17,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,75,77,0,,,,,,2017,7,12,4,0.91
559,7/13/17,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,77,79,0,,,,,,2017,7,13,5,0.85
560,7/14/17,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,96,78,79,0,,,,,,2017,7,14,6,0.77
561,7/15/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.47,0,0,98,73,79,0,,,,,,2017,7,15,7,0.67
562,7/16/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,67,75,0,,,,,,2017,7,16,1,0.57
563,7/17/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,73,78,0,,,,,,2017,7,17,2,0.46
564,7/18/17,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.23,0,0,92,76,78,0,,,,,,2017,7,18,3,0.34
565,7/19/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.93,0,0,93,72,75,0,,,,,,2017,7,19,4,0.24
566,7/20/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,95,75,81,0,,,,,,2017,7,20,5,0.15
567,7/21/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,96,78,80,0,,,,,,2017,7,21,6,0.07
568,7/22/17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,95,79,82,0,,,,,,2017,7,22,7,0.02
569,7/23/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.83,0,0,94,72,85,0,,,,,,2017,7,23,1,0
570,7/24/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.41,0,0,88,73,74,0,,,,,,2017,7,24,2,0.01
571,7/25/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,71,71,0,,,,,,2017,7,25,3,0.04
572,7/26/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,64,68,0,,,,,,2017,7,26,4,0.1
573,7/27/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,68,73,0,,,,,,2017,7,27,5,0.18
574,7/28/17,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,73,78,0,,,,,,2017,7,28,6,0.27
575,7/29/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,4.8,0,0,81,74,76,0,,,,,,2017,7,29,7,0.36
576,7/30/17,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.06,0,0,77,59,64,0,,,,,,2017,7,30,1,0.46
577,7/31/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,61,73,0,,,,,,2017,7,31,2,0.56
578,8/1/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,68,76,0,,,,,,2017,8,1,3,0.65
579,8/2/17,68,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,71,76,0,,,,,,2017,8,2,4,0.74
580,8/3/17,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,70,74,0,,,,,,2017,8,3,5,0.82
581,8/4/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.58,0,0,92,70,76,0,,,,,,2017,8,4,6,0.88
582,8/5/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,70,74,0,,,,,,2017,8,5,7,0.94
583,8/6/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,64,70,0,,,,,,2017,8,6,1,0.98
584,8/7/17,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.3,0,0,83,68,70,0,,,,,,2017,8,7,2,1
585,8/8/17,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.05,0,0,78,70,74,0,,,,,,2017,8,8,3,1
586,8/9/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,82,62,68,0,,,,,,2017,8,9,4,0.98
587,8/10/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,63,71,0,,,,,,2017,8,10,5,0.94
588,8/11/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,68,72,0,,,,,,2017,8,11,6,0.88
589,8/12/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.4,0,0,84,72,78,0,,,,,,2017,8,12,7,0.8
590,8/13/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.86,0,0,86,70,72,0,,,,,,2017,8,13,1,0.7
